"String Identifier","English (United States)","Chinese Simplified",French,German,"Portuguese (Brazil)",Spanish,"String Description"
dlgFileLockedCantDeleteGame,"Can't delete savegame, some file(s) are locked. Please try again later.",,"Impossible de supprimer la sauvegarde, certains fichiers sont verrouillés. Recommencez plus tard.","Kann Spiel nicht löschen, weil Dateien gesperrt sind. Bitte später erneut probieren.",,"No se puede eliminar savegame, algunos archivos están bloqueados. Por favor, inténtelo de nuevo más tarde.",
dlgFileLockedCantCopyGame,"Can't copy savegame, some file(s) are locked. Please try again later.",,"Impossible de copier la sauvegarde, certains fichiers sont verrouillés. Recommencez plus tard.","Kann keine Kopie von Spiel erstellen, weil Dateien gesperrt sind. Bitte später erneut probieren.",,"No se puede copiar savegame, algunos archivos están bloqueados. Por favor, inténtelo de nuevo más tarde.",
dlgFileLockedCantRenameGame,"Can't rename savegame, some file(s) are locked. Please try again later.",,"Impossible de renommer la sauvegarde, certains fichiers sont verrouillés. Recommencez plus tard.","Kann Spiel nicht umbenennen, weil Dateien gesperrt sind. Bitte später erneut probieren.",,"No se puede cambiar el nombre de savegame, algunos archivos están bloqueados. Por favor, inténtelo de nuevo más tarde.",
dlgAreYouSureToDeleteGame,"Are you sure you want to delete '{0}'?",,"Voulez-vous supprimer '{0}'?","Möchtest du '{0}' tatsächlich löschen?","Are you sure you want to delete '{0}'?","¿Seguro que quieres eliminar ""{0}""?",
dlgCopyErrorPleaseDelete,"An error occured while copying the savegame: {0}\nPlease delete the probably incomplete copy.",,"Une erreur s'est produite pendant la copie de la sauvegarde : {0}\nLa copie est probablement corrompue, supprimez-la.","Beim Erstellen der Kopie ist ein Fehler aufgetreten: {0}\nBitte lösche die vermutlich unvollständige Kopie.","Ocorreu um erro ao copiar o save: {0}\nPor favor delete a cópia com problemas.","Se ha producido un error al copiar el savegame: {0}\nElimine la copia probablemente incompleta.",
dlgRenameErrorPleaseCheckFiles,"An error occured during renaming: {0}\nPlease check the savegame files and directories.",,"Une erreur s'est produite en renommant : {0}\nVérifiez le fichier de sauvegarde et les dossiers","Beim Umbenennen ist ein Fehler aufgetreten: {0}\nBitte prüfe die Spieldateien und -verzeichnisse.","Um erro ocorreu ao renomear: {0}\nPor favor verifique os arquivos de save e diretórios.","Se ha producido un error durante el cambio de nombre: {0}\nCompruebe los archivos y directorios de guardar archivos.",
dlgDeleteErrorPleaseDelManually,"An error occured during deleting: {0}\nThe savegame is probably incomplete - please delete manually.",,"Une erreur s'est produite en supprimant : {0}\nLa copie est probablement corrompue, supprimez-la manuellement.","Beim Löschen ist ein Fehler aufgetreten: {0}\nDie Spieldaten sind jetzt wahrscheinlich unvollständig - bitte lösche den Rest von Hand.","An error occured during deleting: {0}\nThe savegame is probably incomplete - please delete manually.","Se ha producido un error durante la eliminación: {0}\nEl savegame es probablemente incompleto - borre manualmente.",
dlgRenameGame,"Rename Game",,Renommer,"Spiel umbenennen","Rename Game","Renombrar juego",
dlgHintGameNameExists,"(Name already in use)",,"(nom déjà utilisé)","(Name bereits verwendet)","(Name already in use)","(Nombre ya en uso)",
dlgHintInvalidFileName,"(Invalid filename)",,"(nom invalide)","(Ungültiger Dateiname)","(Invalid filename)","(Nombre de archivo inválido)",
dlgServerError,"Server error",,"Erreur du serveur",Serverfehler,"Server error","Error del Servidor",
dlgCannotUsePortStartOnlyOne,"Cannot use IP port. Please start only one server instance of the game.",,"Port IP non disponible. Démarrez une seule instance du serveur.","Kann IP Port nicht verwenden. Bitte das Spiel nur einmal starten.","Cannot use IP port. Please start only one server instance of the game.","No se puede usar el puerto IP. Inicie sólo una instancia de servidor del juego.",
igmRunOnlyWithJetpackOff,"You can run only when jetpack is off",,"Vous pouvez courir seulement si le propulseur dorsal est désactivé","Rennen nur möglich wenn Jetpack aus ist","You can run only when jetpack is off","Sólo se puede ejecutar cuando el Jetpack está desactivado",
dlgNoInputAssignedFor,"The following actions have no input assigned:",,"Les actions suivantes n'ont pas de données en entrée :","Für die folgenden Aktionen wurde keine Eingabe zugewiesen:","As seguintes ações não tem teclas assimiladas:","Las siguientes acciones no tienen ninguna entrada asignada:",
btnUnderstood,Understood,,Compris,Verstanden,Understood,Entendido,
dlgNoLongerUsableSavegames,"The following savegames are no longer usable:",,"Les sauvegardes suivantes ne sont plus utilisables :","Die folgenden Spielstände sind nicht mehr verwendbar:","Os seguintes saves estão inutilizados:","Los siguientes savegames ya no son utilizables:",
dlgPleaseDelete,"Please delete them.",,"Prière de les effacer.","Bitte löschen.","Please delete them.","Por favor, elimínelos.",
cplStatistics,Statistics:,,"Statistiques :",Statistik:,Estatísticas:,Estadística:,
vstTitle,Statistics,,Statistiques,Statistiken,Statistics,Estadística,
vstGeneral,General,,Général,Allgemein,General,General,
vstLifeSupport,"Life Support",,"Système de survie",Lebenserhaltungssystem,"Life Support","Soporte vital",
vstCargo,Cargo,,Cargo,Ladung,Cargo,Almacenamiento,
vstAttackDefense,Attack/Defense,,Attaque/défense,"Angriff / Verteidigung",Attack/Defense,"Ataque / Defensa",
vstThrusterRCS,Thrusters/RCS,,Propulseurs/gyros,Schubdüsen/RCS,Thrusters/RCS,Propulsores/RCS,
vstAccelThrusterTorque,Acceleration/Thrust/Torque,加速度/推力/转矩,Accélération/poussée/couple,Beschleunigung/Schub/Drehmoment,Acceleration/Thrust/Torque,"Aceleración / Empuje / Par",
vstDocked,Docked,,Amarré,Angedockt,Docked,"Naves Acopladas",
vstPassengers,Passengers,,Passagers,Passagiere,Passengers,Pasajeros,
vstRoll,Roll,,Roulement,Rollen,Roll,Rodar,
vstPitch,Pitch,,Tangage,Nicken,Pitch,Cabecear,
vstYaw,Yaw,,Lacet,Gieren,Yaw,Guiñada,
vstSize,"Size (WxDxH):",,"Dim (LxPxH) :","Größe (BxTxH):","Tamanho (LxDxA):","Tamaño (LxPxA):",
vstBlockCount,"Block Count:",,"Nb blocs :","Anzahl Blöcke:",Blocos:,"Número de bloques:",
vstMass,Mass:,,"Masse :",Masse:,Massa:,Masa,
vstGenerators,Generators:,,"Générateurs :",Generatoren:,Geradores:,Generadores:,
vstMaxOutput,"Max Output:",,"Production :","Max. Leistung:","Saída máx:","Salida máxima:",
vstConsumption,Consumption:,,"Consommation :",Verbrauch:,Consumo:,Consumo:,
vstFuel,Fuel:,,"Carburant :",Benzin:,Combustível:,Combustible:,
vstPowerLeft,"Power Left:",,"Autonomie :","Strom für:","Força restante:","Poder izquierdo:",
vstWarpDrive,"Warp Drive / Available AU:",,"Moteur à distorsion / UA disponibles :","Warpantrieb / Verfügbare AU:","Motor de dobra / AU restante: ","Hipersalto / UA Disponible:",
vstAvailableAU,"Available AU:",,"UA possibles :","Verfügbare AU:","AU disponível:","UA Disponible:",
vstOxygen,Oxygen:,,"Oxygène :",Sauerstoff:,Oxigênio:,Oxígeno:,
vstOxygenStations,"Oxygen Stations:",,"Stations d'oxygène :",Sauerstoffstationen:,"Estações de oxigênio:","Estaciones de oxígeno:",
vstMedicStations,"Medic Stations:",,"Stations médicales :",Medizinstationen:,"Estações médicas","Estaciones Médicas:",
vstCloneChambers,"Clone Chambers:",,"Chambres de clonage :",Klonkammern:,"Câmaras de clonagem:","Cámaras Clon:",
vstCargoBoxes,"Cargo Boxes:",,"Coffres :",Frachtboxen:,"Caixas de carga:","Cajas de carga:",
vstAmmoContainers,"Ammo Boxes:",,"Coffres à munitions :",Munitionskisten:,"Caixas de munição:","Cajas de munición:",
vstFuelTanks,"Fuel Tanks:",,"Réservoirs à fuel :",Treibstofftanks:,Combustíveis:,"Tanques de combustible:",
vstOxygenTanks,"Oxygen Tanks:",,"Réservoirs O2 :",Sauerstofftanks:,"Tanques de O2:","Tanques de oxígeno:",
vstThrusters,Thrusters:,,"Propulseurs :",Schubdüsen:,Propulsores:,Propulsores:,
vstRCS,RCS:,,"Gyroscopes :",RKS:,RCS:,RCS:,
cplStatisticsTooltip,Statistics,,Statistiques,Statistiken:,Statistics,Estadísticas,
cplAccessTooltip,"Press the button to directly access the device",,"Appuyez sur le bouton pour accèder directement au système","Drücke auf den Knopf um direkt auf den Block zuzugreifen","Press the button to directly access the device","Pulse el botón para acceder directamente al dispositivo",
cplAccess,Access:,,"Accès :",Zugriff:,Acesso:,Acceso:,
mnuAmbientVolume,"Ambient Volume",,"Volume environnement","Ambiente Lautstärke","Ambient Volume","Volumen Ambiental",
fctReducedProductionTime,"Components/Blocks can be added into BP factory for reduced Production Time",,"Les composants et les blocs peuvent alimenter l'usine des bleus, ils réduisent le temps de fabrication proportionnellement.","Komponenten/Blöcke können zur BP Fabrik hinzugefügt werden um die Produktionszeit zu reduzieren.","Componente/Blocos podem ser adicionados a fábrica do diagrama para reduzir o tempo de produção.","Componentes / bloques se pueden agregar a la fábrica de BP para reducir el tiempo de producción",
pdaShowHud,"Show in HUD",,"Montrer sur le ATH",HUD-Anzeige,"Mostrar no Visor","Mostrar en HUD",
dlgReallyCompleteAction,"Really manually complete this action?\n\nSuggestion: Please read the action's description at least - it contains useful hints!",,"Compléter l'action manuellement ?\n\nSuggestion : lisez la description de l'action d'abord, elle contient des informations indispensables.","Aktion wirklich manuell erledigen?\n\nVorschlag: Lies zumindest die Beschreibung der Aktion - sie enthält nützliche Tipps!","Quer mesmo completar essa ação manualmente?\n\nSugestão: Por favor leia a descrição de ação - Ela contem dicas úteis!","Realmente completa manualmente esta acción?\n\nSugerencia: Por favor, lea la descripción de la acción al menos - contiene sugerencias útiles!",
mnuManualCompletionHint,"(* = can be manually completed)",,"(* = peut être complété manuellement)","(* = kann manuell erledigt werden)","(* = Pode ser completado manualmente)","(* = Se puede completar manualmente)",
bmDesertLowPlains,"Low Plains",,"Basses plaines","Niedriges Flachland","Planícies baixas","Llanuras bajas",
bmDesertHighPlains,"High Plains",,"Hautes plaines","Hohes Flachland","Planícies altas","Llanuras altas",
bmMountains,Mountains,,Montaignes,Berge,Montanhas,Montañas,
bmSmallLake,Lake,,Lac,See,Lago,Lago,
bmWater,Lake,,Lac,See,Lago,Lago,
bmTropicalForest,"Tropical Forest",,"Forêt tropicale","Tropischer Wald","Floresta Tropical","Bosque tropical",
bmOpenPlains,"Open Plains",,"Grandes plaines","Offene Prärie","Open Plains","Llanuras abiertas",
bmOcean,Ocean,,Océan,Ozean,Ocean,Oceano,
bmIslands,Islands,,Iles,Inselwelt,Islands,Islas,
bmBarrenFog,Mist,,Brume,Nebelgebiet,Mist,Niebla,
bmBarrenRocks,"Barren Rocks",,"Roches exposées",Felsen,"Barren Rocks","Erial de rocas",
bmBarrenOpenPlains,"Open Plains",,"Grandes plaines",Flachland,"Open Plains","Llanuras abiertas",
bmLavaPlains,"Lava Plains",,"Plaines magmatiques",Flachland,"Lava Plains","Llanuras de lava",
bmLava,Lava,,Lave,Lava,Lava,Lava,
bmSwamp,Swamp,,Marécage,Sumpf,Swamp,Pantano,
bmAlienForest,"Alien Forest",,"Forêts alien",Wald,"Alien Forest","Bosque Alien",
bmAlienSavanna,"Alien Savanna",,"Savane alien",Savanne,"Alien Savanna","Savana Alien",
bmDesertLargeRocks,"Large Rocks",,"Grands rochers",Felsen,"Large Rocks","Rocas Grandes",
bmDesertSolitude,"Desert Solitude",,"Desert solitaire",Einöde,"Desert Solitude","Soledad del desierto",
bmDesertLowMountains,"Low Mountains",,"Basses montagnes","Niedrige Berge","Low Mountains","Montañas Bajas",
bmLavaFog,"Lava Fog",,"Brouillard magmatique",Nebelgebiet,"Lava Fog","Niebla de lava",
bmArcticForest,"Artic Forest",,"Forêts arctiques",Wald,"Artic Forest","Bosque Ártico",
bmArcticLowPlains,"Low Plains",,"Basses plaines",Flachland,"Low Plains","Llanuras Bajas",
bmArcticHighForest,"Artic High Forest",,"Hautes forêts arctiques",Wald,"Artic High Forest","Selva Alta Artica",
bmArcticIntermediatePlains,"Intermediate Plains",,"Plaines moyennes","Mittleres Flachland","Intermediate Plains","Llanuras intermedias",
bmArcticHighPlains,"High Plains",,"Hautes plaines","Hochgelegene Ebene","High Plains","Llanuras Altas",
bplBlueprints,Blueprints,,Bleus,Baupläne,Blueprints,Planos,
bplCompleted,Completed,,Terminé,Abgeschlossen,Completed,Completado,
mnuEAC,"Start with EAC:",,"Démarrer avec EAC :","Mit EAC starten:","Ligar o EAC:","Habilitar Protección EAC:",
mnuHoverLabelEAC,"This determines if Empyrion is started the next time with or without EAC protection (requires restart of Empyrion)",,"Détermine si Empyrion utilise la protection EAC ou pas. Vous devez redémarrer le jeu pour l'activer / désactiver.","Diese Einstellung legt fest, ob Empyrion beim nächsten Mal mit oder ohne EAC gestartet wird (Neustart erforderlich)",,"Esto determina si Empyrion se inicia la próxima vez con o sin protección EAC (requiere reinicio de Empyrion)",
cplOfflineProtection,"Offline Protection:",,"Protection en déconnection :",Offlineschutz:,"Proteção offline:","Protección Offline",
btnCopy,Copy,,Copier,Kopieren,Copy,Copiar,
mnuTitleServerConfig,"Server Configuration",,"Configuration du serveur",Server-Konfiguration,"Server Configuration","Configuración del servidor",
scfgGameModeId,"Game Mode",,"Mode de jeu",Spielmodus,"Game Mode","Modo de la Partida",
scfgStopPeriod,"Playfield Auto-Restart",,"Redémarrage auto du jeu","Spielfeld Auto-Neustart","Playfield Auto-Restart","Auto-Reinicio del Campo de Juego",
scfgOfflProtTime,"Offline Protection Time",,"Durée protection si déconnecté","Offline Schutzzeit","Offline Protection Time","Tiempo de protección sin conexión",
scfgWipeTime,"Remove Time (Unvisited Structures)",,"Suppression (struct. non visitées)","Löschzeit nicht besuchter Strukturen","Remove Time (Unvisited Structures)","Tiempo de eliminación (estructuras no visitadas)",
scfgDecayTime,"Remove Time (Unvisited Mini Structures)",,"Suppression (mini-struct. non visitées)","Löschzeit nicht besuchter Mini-Strukturen","Remove Time (Unvisited Mini Structures)","Tiempo de eliminación (estructuras chicas no visitadas)",
scfgMaxStructures,"Max. Structures per Playfield",,"Structures max par terrain de jeu","Max. Anzahl Strukturen pro Spielfeld","Max. Structures per Playfield","Máx. Estructuras por campo de juego",
scfgAntiGriefDist,"Anti-Griefing Distance",,"Distance Anti-Griefing","Anti-Störer Abstand","Anti-Griefing Distance","Distancia de Anti-Griefing",
scfgNumPlayfields,"Number of Playfields",,"Nombre de terrains de jeu","Anzahl Spielfelder","Number of Playfields","Número de campos de juego",
scfgNumStartPlanets,"Number of Starting Planets",,"Nombre de planètes au départ","Anzahl Startplaneten","Number of Starting Planets","Número de Planetas iniciales",
lblDisabled,Disabled,,Désactivé,Deaktiviert,Disabled,Deshabilitado,
unitAbbrMinutes,min,,min,Min,min,min,
unitAbbrHours,h,,h,Std,h,h,
unitAbbrDays,d,,j,T,d,d,
unitDay,day,,jour,Tag,day,día,
unitDays,days,,jours,Tage,days,días,
mapDistance,"Distance:\n{0:f1} AU",,"Distance :\n{0:f1} UA","Distanz:\n{0:f1} AU","Distância:\n{0:f1} AU","Distancia:\n{0:f1} UA",
mnuStructuresAvailable,"Structures Used:",,"Structures utilisées","Verwendete Strukturen:","Estruturas usadas:","Estructuras utilizadas:",
cplClearGroups,"WARNING: This will clear your current item names and groups.",,"Attention ! Vous allez réinitialiser les noms des groupes et des objets.","WARNUNG: Dies wird die bestehenden Objektnamen und Gruppen löschen","AVISO! Essa ação vai limpar todos os nomes e grupos atuais.","ADVERTENCIA: Esto borrará los nombres y grupos de elementos actuales.",
btnSrvInternet,Internet,,Internet,Internet,Internet,Internet,
